66820.03,66995.64,65542.6,66007.52
66007.8,66720.84,65654.54,66359.68
66359.67,69617.74,65259.21,69130.2
69130.2,70096,68576.18,68966.53
68966.52,69539.77,68584.9,68830.06
68830.06,69258.08,68210.71,68377.94
68377.94,68617.42,67800,68172.8
68172.79,68311.83,66340.14,67026.61
67026.6,67973.2,66158,67725.81
67725.82,68999,67473.09,68435
68435,68860,67832.3,68338
68338.01,68909.34,67400,67732.2
67732.19,69668,67467.6,69493.13
69493.14,71893,69098.91,71111.4
71111.4,73479.75,70588,73396.88
73396.87,74050,72541.69,73611.1
73611.67,73716,72313.04,72666.77
72666.77,73306.82,72336.76,72497.89
72497.89,73081.08,71759.95,72055.5
72055.5,73558.15,71757.17,72915.79
72915.8,73063.38,71168.65,71652.77
71652.77,71654.65,70645.47,70918.07
70918.08,71572.3,70777,70890.72
70891.02,71419.98,70344.03,71080.38
71080.37,71192.76,70143.19,71056.44
71056.44,71067.58,70184.01,70212.95
70212.94,70341.76,68176.47,68504.71
68504.71,68795.44,67744.78,68131.79
68131.79,68440.92,67777,68114.02
68114.02,68551.04,68060.6,68095.5
68095.5,68147.73,67446.41,67842.67
67842.67,68232.27,67720.98,68010.01
68010,68085.41,67609.44,67877.45
67877.45,67935.01,66915.26,67080.34
67080.33,67483.05,67068.01,67262.91
67262.91,67481.96,66833.58,67000.26
67000.26,67465.11,66547.15,67319.91
67319.9,68200,67156.93,67515
67515,67650.94,66761.68,67218.23
67218.23,67485.24,66745.54,67337.42
67337.41,67609.08,65618.49,65971.2
65971.2,67668.64,65821.97,67205.05
67205.06,68069.29,66853.48,67555.13
67555.13,68460.09,67344.45,67764.98
67764.99,69480,67759.57,68863.66
68863.67,69516.65,68179.12,68991.93
68991.93,69145.28,68384.69,68432.16
68432.16,70578.29,68391.41,69429.85
69429.85,70546.74,69429.85,70406.01
70406.01,71300,70369,70580.94
70580.95,71777,69266.06,71346.16
71346.17,71700,69739,70043.63
70043.63,70417.3,69452.42,69948.63
69948.64,70173.25,69488.7,69551.91
69551.91,70281.87,69420,69648.29
69648.28,69786.32,69150.28,69173
69172.99,71091.18,68977.91,70227.91
70227.92,71321,70161.78,70641.82
70641.81,70950,70125.83,70191.86
70191.86,70353.87,69226.52,69446.61
69446.61,69865.98,69205.91,69826.19
69826.19,70800,69580,70427.91
70427.9,70660.69,69355.34,70334.88
70334.89,70569.15,69770.85,70432.32
70432.33,70734.25,70013.17,70541.34
70541.34,72000,70386.01,71405.75
71405.76,71672.76,71180.19,71612.22
71612.23,72575.98,71385.28,72228.82
72228.81,73913.74,71736.34,71831.46
71831.46,72249.99,70841.23,71189.95
71189.96,71491.03,70559.02,70930
70930.01,71185.23,70481.7,71081.3
71081.31,71307.92,70317,70596.68
70596.68,70784.38,70389.08,70751.42
70751.42,70941.17,70501,70580.09
70580.09,70740.34,70500,70700
70699.99,71253.17,70650.09,71211.95
71211.95,71634.08,70858.82,71363.14
71363.13,71800.68,71330.66,71453.59
71453.59,71940.49,71453.59,71839.42
71839.41,71839.42,71263.99,71481.24
71481.24,71989.93,71320.08,71549.94
71549.94,73199,71433.75,72815.24
72815.25,74330.34,72270.41,73573.32
73573.31,74451.03,73385.18,73456.68
73456.69,73838.76,72888.8,73552.77
73552.78,74509.52,72990.52,73274.76
73274.75,74418.6,73160.66,73963
73963,74909.08,73863.2,74884.67
74884.67,76000,74268.73,74463.98
74463.98,74712.89,73784,74249.32
74249.32,74452.97,73560.98,74033.11
74033.1,74893.94,73399.19,73914.39
73914.4,74800,73855.24,74512.17
74511.21,74799,73871.74,73909.36
73909.37,74672.34,73535.36,74446.14
74446.14,74486.3,73700.01,73883.8
73883.8,74281.33,72800,72952.85
72952.85,72981.79,70857.21,71467.82
71467.82,72000.5,70933.85,71072.38
71072.38,71451.22,70500,71246.54
71246.55,71613.79,70902.37,71215.39
71215.39,71215.39,69478.51,70191.17
70191.16,70560.91,69900,69952.75
69952.75,70179.53,68793.35,69412.51
69412.52,70596.42,69122.03,70271.99
70272,70695.6,69718.23,69930
69930.01,70809.43,69837.1,70729.92
70729.93,70969.71,70160.06,70854.66
70854.66,71367,70218.68,70478.71
70478.71,70685.63,69480,69860.09
69860.09,70190.18,69388,70177.86
70177.85,70923.75,69754.71,70510.73
70510.73,70826,70431.67,70657.35
70657.35,70879.76,70617.05,70727.33
70727.33,70753.79,70492.02,70652.72
70652.73,71100.94,70453.09,70630.02
70630.02,70652.64,70210,70396
70396.01,70516.82,68571.42,68918.12
68918.12,69588.79,68228.5,69339.99
69340,69526.85,68892.93,68919.38
68919.37,68990.67,68110.55,68217.95
68217.94,69005.71,68199.04,68847.96
68847.97,68885.53,68145.01,68199.93
68199.93,68498.4,67360.66,67859
67859,68585.12,67445.18,68074.6
68074.6,68915.4,67502.48,68333.16
68333.16,71499,67916.14,70122.15
70122.15,71817.09,69671.95,70131.48
70131.48,71246.01,70131.47,70679.05
70679.04,70998,70404.39,70906.45
70906.45,71099.96,70278.46,70542.9
70542.9,71400,70119.06,71291.7
71291.7,71368.61,70850.11,71157.77
71157.77,71177.66,69507.34,69873.04
69873.04,70001.92,68923.07,69377.33
69377.33,70832.54,69296.15,70556.74
70556.74,71100.28,70408,70716.7
70716.7,71345,70703.83,70926.88
70926.88,72026.09,70800,71678.97
71678.97,71963.71,70530.47,70832.99
70832.99,71752.88,70681.07,70883.31
70883.32,71594.11,70646.34,71336.53
71336.53,71436.82,70672.37,70921.47
70921.47,70921.47,69805,70087.44
70087.44,70144.44,69192.96,69276.01
69276.01,69877.45,68632.4,69082.64
69082.64,69162,68153,68534.36
68534.37,69478.42,68436.74,68820.31
68820.31,69179.05,68531.37,68767.51
68767.5,68955.53,68304.14,68540.48
68540.49,68635.07,66231.96,66702.78
66702.78,66773.25,65730.17,66112.82
66112.82,66290,65548.25,66040.66
66040.65,66420.75,65817.44,66407.28
66407.28,66520.46,65932.09,66240
66240,66573.61,66110,66561.48
66561.49,66570.09,66124.4,66319.47
66319.46,67288.94,66240.87,67014.91
67014.92,67096.77,66704,66916.52
66916.52,67010,66283.38,66377.03
66377.04,67130.5,66281.4,66912
66912,66936.6,66556.78,66671
66671,66988.01,66418,66816.28
66816.29,66875.24,66334.37,66523
66523.01,66665.05,66158.26,66348.62
66348.61,66793.83,65000,66010.93
66010.93,67450,65800.59,67173.8
67173.8,67800,67167.92,67624.39
67624.39,68042.3,67360.41,67680.45
67680.44,68169.65,67088.73,67629.4
67629.4,67641.65,66233.13,66550.05
66550.06,66994.17,66419.79,66797.37
66797.38,68408.37,66544.51,67704.74
67704.74,67979.38,67103.32,67367.69
67367.7,67496,65998.05,66685.69
66685.69,67767.87,66427.53,66736.8
66736.79,68589.49,66729.28,67838.8
67838.79,68410.3,67831.7,68284.48
68284.49,68378.64,67578.75,68170.67
68170.67,69310,68005.33,68692
68692,68851.35,68389.21,68712.52
68712.52,68965,67918.83,68918.52
68918.52,69171.77,67939.28,68176.84
68176.84,68534,67964.48,68113.92
68113.92,68653.38,66500,66576.25
66576.25,66961.26,66217.07,66930.79
66930.79,66930.79,66167.1,66220.28
66220.28,67104.86,65712.12,66852.91
66852.91,67430.99,66596.8,66975.99
66976,67100,66731.08,66901.99
66901.99,67000,66282,66579.97
66579.98,67247.38,66416.68,67042.08
67042.08,67288,66674.72,67017.44
67017.43,67370.42,66508.1,66827.15
66827.15,67069,66751.86,66885.74
66885.73,66970.18,66826.13,66964.3
66964.29,66968.28,66814,66832.18
66832.18,67052.99,66775.91,67014.96
67014.95,67232.72,66918,67156.93
67156.93,67562.93,67029.07,67383.66
67383.66,67543.6,67265,67288.42
67288.42,67504.54,67186.62,67300.42
67300.42,67307.28,66955.72,67145.98
67145.98,67188.51,66611.66,66820.64
66820.64,67150,66819.42,66999
66998.99,67856.16,66680.57,67306.64
67306.65,67560.45,67173.4,67361.01
67361.01,69136.2,67332.66,69034.18
69034.18,69588,68776.61,69123.69
69123.69,69354.26,68806.53,69115.91
69115.91,70283.32,69081.88,69614.91
69614.91,69973.25,69163.86,69968.87
69968.87,70351.46,69282.02,69739.53
69739.52,69974.08,68300,68853.66
68853.66,69128.2,68273.34,68779.21
68779.2,68981.83,68443,68624.61
68624.6,69247.9,68071.96,68345.75
68345.75,68633.87,67732.01,68168.1
68168.11,69098.44,68085.01,69011.29
69011.29,72761,69011.29,71924.22
